time_to_expiry,log_moneyness,strike,implied_volatility,call_recovered_iv,put_recovered_iv,call_abs_error,put_abs_error,call_put_iv_difference
1.0,0.04999999999999999,108.32870676749587,0.2025870563888011,0.2025870563888254,0.20258705638882538,2.4313884239290928e-14,2.42861286636753e-14,2.7755575615628914e-17
1.0,0.09999999999999998,113.88283833246219,0.19993705638880108,0.1999370563888013,0.19993705638880138,2.220446049250313e-16,3.0531133177191805e-16,8.326672684688674e-17
1.0,0.15000000000000002,119.72173631218102,0.19818705638880108,0.19818705638880046,0.19818705638880024,6.106226635438361e-16,8.326672684688674e-16,2.220446049250313e-16
1.0,0.20000000000000007,125.8600009929478,0.19733705638880109,0.1973370563888,0.19733705638879964,1.0824674490095276e-15,1.4432899320127035e-15,3.608224830031759e-16
1.0,0.25,132.3129812337437,0.1973870563888011,0.19738705638880077,0.19738705638880125,3.3306690738754696e-16,1.3877787807814457e-16,4.718447854656915e-16
1.0,0.30000000000000004,139.09681284637804,0.1983370563888011,0.19833705638906016,0.1983370563890591,2.590705427962803e-13,2.580158309228864e-13,1.0547118733938987e-15
1.0,0.35,146.22845894342245,0.20018705638880108,0.2001870563888013,0.2001870563888042,2.220446049250313e-16,3.1363800445660672e-15,2.914335439641036e-15
1.0,0.4,153.72575235482816,0.2029370563888011,0.2029370563890712,0.2029370563890692,2.7008950631568496e-13,2.680911048713597e-13,1.9984014443252818e-15
2.0,-0.4,71.17703227626097,0.25882775422663784,0.2588277542266384,0.2588277542266382,5.551115123125783e-16,3.3306690738754696e-16,2.220446049250313e-16
2.0,-0.35000000000000003,74.82635675785652,0.24807775422663783,0.2480777542266373,0.24807775422663778,5.273559366969494e-16,5.551115123125783e-17,4.718447854656915e-16
2.0,-0.30000000000000004,78.66278610665533,0.2382277542266378,0.23822775422663728,0.23822775422663764,5.273559366969494e-16,1.6653345369377348e-16,3.608224830031759e-16
2.0,-0.25,82.69591339433623,0.22927775422663782,0.22927775422667004,0.2292777542266701,3.222422328974517e-14,3.2279734440976426e-14,5.551115123125783e-17
2.0,-0.2,86.93582353988057,0.22122775422663785,0.22122775422663804,0.22122775422663768,1.942890293094024e-16,1.6653345369377348e-16,3.608224830031759e-16
2.0,-0.15000000000000002,91.39311852712281,0.21407775422663783,0.21407775422663766,0.21407775422663788,1.6653345369377348e-16,5.551115123125783e-17,2.220446049250313e-16
2.0,-0.09999999999999998,96.07894391523232,0.20782775422663782,0.20782775422663782,0.20782775422663774,0.0,8.326672684688674e-17,8.326672684688674e-17
2.0,-0.04999999999999999,101.0050167084168,0.20247775422663783,0.2024777542266378,0.2024777542266378,2.7755575615628914e-17,2.7755575615628914e-17,0.0
2.0,0.0,106.18365465453596,0.19802775422663782,0.1980277542266392,0.1980277542266392,1.3877787807814457e-15,1.3877787807814457e-15,0.0
2.0,0.04999999999999999,111.62780704588714,0.19447775422663782,0.19447775422663774,0.19447775422663754,8.326672684688674e-17,2.7755575615628914e-16,1.942890293094024e-16
2.0,0.09999999999999998,117.351087099181,0.1918277542266378,0.19182775422663775,0.19182775422663806,5.551115123125783e-17,2.498001805406602e-16,3.0531133177191805e-16
2.0,0.15000000000000002,123.36780599567432,0.1900777542266378,0.1900777542266378,0.19007775422663797,0.0,1.6653345369377348e-16,1.6653345369377348e-16
2.0,0.20000000000000007,129.69300866657719,0.18922775422663782,0.1892277542266377,0.1892277542266376,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16
2.0,0.25,136.34251141321775,0.18927775422663784,0.1892777542266376,0.18927775422663728,2.498001805406602e-16,5.551115123125783e-16,3.0531133177191805e-16
2.0,0.30000000000000004,143.33294145603404,0.19022775422663782,0.19022775422663737,0.19022775422663743,4.440892098500626e-16,3.885780586188048e-16,5.551115123125783e-17
2.0,0.35,150.68177851128533,0.1920777542266378,0.19207775422663814,0.19207775422663856,3.3306690738754696e-16,7.494005416219807e-16,4.163336342344337e-16
2.0,0.4,158.40739849944816,0.19482775422663784,0.19482775422663742,0.19482775422663792,4.163336342344337e-16,8.326672684688674e-17,4.996003610813204e-16
